dakika,istasyon_id,tuketim_adet
58,S18,0.2216
58,S19,0.4219
58,S20,0.2963
58,S21,0.2364
58,S22,0.4299
58,S23,0.1743
58,S24,0.4149
59,S1,0.3708
59,S2,0.3161
59,S3,0.3264
59,S4,0.3672
59,S5,0.2215
59,S6,0.3441
59,S7,0.3245
59,S8,0.1803
59,S9,0.2505
59,S10,0.1112
59,S11,0.3763
59,S12,0.1819
59,S13,0.3664
59,S14,0.2834
59,S15,0.2654
59,S16,0.4653
59,S17,0.3321
59,S18,0.2061
59,S19,0.3222
59,S20,0.2817
59,S21,0.2059
59,S22,0.3964
59,S23,0.2196
59,S24,0.4014
60,S1,0.4153
60,S2,0.3704
60,S3,0.2591
60,S4,0.2469
60,S5,0.216
60,S6,0.2464
60,S7,0.313
60,S8,0.2421
60,S9,0.3951
60,S10,0.1841
60,S11,0.2831
60,S12,0.3128
60,S13,0.4018
60,S14,0.4561
60,S15,0.2783
60,S16,0.2591
60,S17,0.326
60,S18,0.2511
60,S19,0.4193
60,S20,0.3026
60,S21,0.2107
60,S22,0.2265
60,S23,0.1916
60,S24,0.2905
61,S1,0.3241
61,S2,0.3353
61,S3,0.3335
61,S4,0.3596
61,S5,0.1522
61,S6,0.3085
61,S7,0.4338
61,S8,0.1902
61,S9,0.3082
61,S10,0.1839
61,S11,0.2248
61,S12,0.2636
61,S13,0.3741
61,S14,0.3252
61,S15,0.2056
61,S16,0.365
61,S17,0.3243
61,S18,0.2159
61,S19,0.4485
61,S20,0.2454
61,S21,0.2264
61,S22,0.356
61,S23,0.1433
61,S24,0.2267
62,S1,0.2548
62,S2,0.3758
62,S3,0.2224
62,S4,0.5039
62,S5,0.1774
62,S6,0.2938
62,S7,0.4579
62,S8,0.3036
62,S9,0.4472
62,S10,0.2276
62,S11,0.3213
62,S12,0.261
62,S13,0.443
62,S14,0.2669
62,S15,0.2091
62,S16,0.3997
62,S17,0.2737
62,S18,0.2122
62,S19,0.3798
62,S20,0.3176
62,S21,0.2205
62,S22,0.3887
62,S23,0.1543
62,S24,0.3364
63,S1,0.3141
63,S2,0.188
63,S3,0.2459
63,S4,0.3252
63,S5,0.2605
63,S6,0.3191
63,S7,0.2783
63,S8,0.297
63,S9,0.394
63,S10,0.2047
63,S11,0.2546
63,S12,0.1886
63,S13,0.3548
63,S14,0.3653
63,S15,0.3442
63,S16,0.5235
63,S17,0.2556
63,S18,0.1811
63,S19,0.3427
63,S20,0.1723
63,S21,0.2307
63,S22,0.2911
63,S23,0.1814
63,S24,0.2384
64,S1,0.4043
64,S2,0.268
64,S3,0.1915
64,S4,0.1418
64,S5,0.1989
64,S6,0.3838
64,S7,0.4663
64,S8,0.1969
64,S9,0.2785
64,S10,0.2005
64,S11,0.2134
64,S12,0.2474
64,S13,0.4421
64,S14,0.3736
64,S15,0.245
64,S16,0.3837
64,S17,0.2336
64,S18,0.1947
64,S19,0.3182
64,S20,0.2863
64,S21,0.2563
64,S22,0.2518
64,S23,0.2597
64,S24,0.331
65,S1,0.3651
65,S2,0.2552
65,S3,0.1288
65,S4,0.3923
65,S5,0.2295
65,S6,0.2674
65,S7,0.3547
65,S8,0.239
65,S9,0.2177
65,S10,0.1639
65,S11,0.309
65,S12,0.1748
65,S13,0.4058
65,S14,0.2186
65,S15,0.2733
65,S16,0.3971
65,S17,0.1918
65,S18,0.2877
65,S19,0.2844
65,S20,0.2235
65,S21,0.2254
65,S22,0.3689
65,S23,0.1594
65,S24,0.3543
66,S1,0.3981
66,S2,0.3416
66,S3,0.2588
66,S4,0.3089
66,S5,0.1669
66,S6,0.2882
66,S7,0.275
66,S8,0.0901
66,S9,0.3443
66,S10,0.2165
66,S11,0.1406
66,S12,0.1862
66,S13,0.4308
66,S14,0.4234
66,S15,0.251
66,S16,0.3418
66,S17,0.273
66,S18,0.2975
66,S19,0.2903
66,S20,0.224
66,S21,0.1957
66,S22,0.2428
66,S23,0.2049
66,S24,0.4637
67,S1,0.3904
67,S2,0.2849
67,S3,0.2354
67,S4,0.2291
67,S5,0.2353
67,S6,0.2789
67,S7,0.3374
67,S8,0.355
67,S9,0.3356
67,S10,0.1558
67,S11,0.2439
67,S12,0.2869
67,S13,0.392
67,S14,0.2137
67,S15,0.296
67,S16,0.3465
67,S17,0.3895
67,S18,0.2837
67,S19,0.3035
67,S20,0.335
67,S21,0.2196
67,S22,0.3512
67,S23,0.2194
67,S24,0.2908
68,S1,0.3195
68,S2,0.3618
68,S3,0.2333
68,S4,0.3064
68,S5,0.1618
68,S6,0.3073
68,S7,0.4944
68,S8,0.1704
68,S9,0.3182
68,S10,0.2351
68,S11,0.2624
68,S12,0.2544
68,S13,0.3019
68,S14,0.3257
68,S15,0.2406
68,S16,0.4789
68,S17,0.3506
68,S18,0.3542
68,S19,0.372
68,S20,0.284
68,S21,0.2251
68,S22,0.2788
68,S23,0.2135
68,S24,0.3293
69,S1,0.379
69,S2,0.3791
69,S3,0.1997
69,S4,0.4093
69,S5,0.2527
69,S6,0.2766
69,S7,0.2015
69,S8,0.1903
69,S9,0.3988
69,S10,0.1825
69,S11,0.2134
69,S12,0.2098
69,S13,0.4478
69,S14,0.3328
69,S15,0.2381
69,S16,0.3707
69,S17,0.2611
69,S18,0.1903
69,S19,0.441
69,S20,0.2495
69,S21,0.2694
69,S22,0.3913
69,S23,0.2399
69,S24,0.3198
70,S1,0.3963
70,S2,0.2985
70,S3,0.2048
70,S4,0.355
70,S5,0.1528
70,S6,0.3506
70,S7,0.3175
70,S8,0.2254
70,S9,0.3346
70,S10,0.1738
70,S11,0.298
70,S12,0.2112
70,S13,0.4501
70,S14,0.2192
70,S15,0.2563
70,S16,0.5551
70,S17,0.2266
70,S18,0.2017
70,S19,0.3676
70,S20,0.2762
70,S21,0.2319
70,S22,0.3294
70,S23,0.2254
70,S24,0.4277
71,S1,0.3967
71,S2,0.2855
71,S3,0.2836
71,S4,0.46
71,S5,0.1947
71,S6,0.2281
71,S7,0.4275
71,S8,0.2115
71,S9,0.1791
71,S10,0.2144
71,S11,0.2381
71,S12,0.2291
71,S13,0.4088
71,S14,0.3114
71,S15,0.2855
71,S16,0.3652
71,S17,0.3124
71,S18,0.2212
71,S19,0.3826
71,S20,0.2995
71,S21,0.1761
71,S22,0.3652
71,S23,0.1786
71,S24,0.4066
72,S1,0.3936
72,S2,0.4103
72,S3,0.2388
72,S4,0.31
72,S5,0.1992
72,S6,0.2662
72,S7,0.406
72,S8,0.1466
72,S9,0.2499
72,S10,0.1442
72,S11,0.3173
72,S12,0.3132
72,S13,0.3753
72,S14,0.2899
72,S15,0.2535
72,S16,0.493
72,S17,0.2308
72,S18,0.2445
72,S19,0.3983
72,S20,0.2934
72,S21,0.2249
72,S22,0.3601
72,S23,0.0919
72,S24,0.3975
73,S1,0.3187
73,S2,0.1902
73,S3,0.2756
73,S4,0.4249
73,S5,0.1945
73,S6,0.3373
73,S7,0.4629
73,S8,0.2736
73,S9,0.4205
73,S10,0.2105
73,S11,0.2707
73,S12,0.1586
73,S13,0.3645
73,S14,0.2494
73,S15,0.3585
73,S16,0.3859
73,S17,0.2903
73,S18,0.2591
73,S19,0.3362
73,S20,0.3571
73,S21,0.1897
73,S22,0.3117
73,S23,0.1703
73,S24,0.2576
74,S1,0.3218
74,S2,0.2978
74,S3,0.2285
74,S4,0.2872
74,S5,0.1437
74,S6,0.2786
74,S7,0.2447
74,S8,0.2496
74,S9,0.3219
74,S10,0.1299
74,S11,0.2502
74,S12,0.1982
74,S13,0.4078
74,S14,0.3804
74,S15,0.1562
74,S16,0.4092
74,S17,0.2743
74,S18,0.2647
74,S19,0.3475
74,S20,0.2266
74,S21,0.2028
74,S22,0.2522
74,S23,0.243
74,S24,0.3515
75,S1,0.5061
75,S2,0.2964
75,S3,0.2146
75,S4,0.2324
75,S5,0.1279
75,S6,0.1936
75,S7,0.3687
75,S8,0.2387
75,S9,0.2165
75,S10,0.2162
75,S11,0.2409
75,S12,0.2402
75,S13,0.5069
75,S14,0.3538
75,S15,0.2366
75,S16,0.3287
75,S17,0.1614
75,S18,0.1998
75,S19,0.3193
75,S20,0.214
75,S21,0.211
75,S22,0.3046
75,S23,0.191
75,S24,0.3045
76,S1,0.379
76,S2,0.3265
76,S3,0.1955
76,S4,0.4274
76,S5,0.1961
76,S6,0.2844
76,S7,0.3996
76,S8,0.2268
76,S9,0.377
76,S10,0.1939
76,S11,0.234
76,S12,0.2502
76,S13,0.2956
76,S14,0.3065
76,S15,0.2483
76,S16,0.3834
76,S17,0.276
76,S18,0.1455
76,S19,0.2968
76,S20,0.2716
76,S21,0.2236
76,S22,0.2383
76,S23,0.2506
76,S24,0.2894
77,S1,0.4378
77,S2,0.3256
77,S3,0.2177
77,S4,0.4517
77,S5,0.1523
77,S6,0.3354
77,S7,0.42
77,S8,0.1876
77,S9,0.4049
77,S10,0.1742
77,S11,0.2821
77,S12,0.2455
77,S13,0.373
77,S14,0.3486
77,S15,0.2897
77,S16,0.2601
77,S17,0.3572
77,S18,0.1558
77,S19,0.4022
77,S20,0.3268
77,S21,0.1694
77,S22,0.2754
77,S23,0.1558
77,S24,0.335
78,S1,0.3441
78,S2,0.3468
78,S3,0.3155
78,S4,0.4264
78,S5,0.1775
78,S6,0.2715
78,S7,0.2322
78,S8,0.1817
78,S9,0.3778
78,S10,0.2426
78,S11,0.2008
78,S12,0.2057
78,S13,0.3813
78,S14,0.3168
78,S15,0.2095
78,S16,0.4339
78,S17,0.2565
78,S18,0.2327
78,S19,0.3698
78,S20,0.267
78,S21,0.1978
78,S22,0.2934
78,S23,0.1965
78,S24,0.3241
79,S1,0.3477
79,S2,0.3959
79,S3,0.278
79,S4,0.3136
79,S5,0.2279
79,S6,0.2644
79,S7,0.4321
79,S8,0.2327
79,S9,0.3099
79,S10,0.1997
79,S11,0.1829
79,S12,0.1808
79,S13,0.2918
79,S14,0.3086
79,S15,0.3366
79,S16,0.5785
79,S17,0.3195
79,S18,0.2567
79,S19,0.2133
79,S20,0.2377
79,S21,0.1825
79,S22,0.2627
79,S23,0.1933
79,S24,0.317
80,S1,0.2215
80,S2,0.3449
80,S3,0.1964
80,S4,0.3493
80,S5,0.283
80,S6,0.2312
80,S7,0.1729
80,S8,0.2043
80,S9,0.3864
80,S10,0.2551
80,S11,0.2011
80,S12,0.2565
80,S13,0.3477
80,S14,0.2936
80,S15,0.3822
80,S16,0.2798
80,S17,0.2977
80,S18,0.2552
80,S19,0.4057
80,S20,0.2719
80,S21,0.23
80,S22,0.2765
80,S23,0.2108
80,S24,0.326
81,S1,0.4122
81,S2,0.2778
81,S3,0.2689
81,S4,0.3314
81,S5,0.245
81,S6,0.2804
81,S7,0.2259
81,S8,0.2713
81,S9,0.2593
81,S10,0.1594
81,S11,0.2349
81,S12,0.2975
81,S13,0.2196
81,S14,0.4883
81,S15,0.3028
81,S16,0.4179
81,S17,0.2802
81,S18,0.2467
81,S19,0.3681
81,S20,0.3011
81,S21,0.2407
81,S22,0.3054
81,S23,0.1921
81,S24,0.3394
82,S1,0.3524
82,S2,0.368
82,S3,0.2797
82,S4,0.1373
82,S5,0.2262
82,S6,0.2944
82,S7,0.3487
82,S8,0.1998
82,S9,0.3879
82,S10,0.2181
82,S11,0.2254
82,S12,0.2523
82,S13,0.3088
82,S14,0.2172
82,S15,0.2187
82,S16,0.469
82,S17,0.3373
82,S18,0.2573
82,S19,0.3817
82,S20,0.2942
82,S21,0.1889
82,S22,0.3259
82,S23,0.232
82,S24,0.4028
83,S1,0.4539
83,S2,0.3425
83,S3,0.2676
83,S4,0.4047
83,S5,0.1989
83,S6,0.2334
83,S7,0.3386
83,S8,0.1844
83,S9,0.2739
83,S10,0.178
83,S11,0.2244
83,S12,0.219
83,S13,0.2382
83,S14,0.3128
83,S15,0.2501
83,S16,0.3346
83,S17,0.3207
83,S18,0.2771
83,S19,0.2262
83,S20,0.226
83,S21,0.1833
83,S22,0.2436
83,S23,0.2332
83,S24,0.3364
84,S1,0.3473
84,S2,0.1798
84,S3,0.2818
84,S4,0.2507
84,S5,0.2024
84,S6,0.2991
84,S7,0.4452
84,S8,0.16
84,S9,0.1254
84,S10,0.1901
84,S11,0.3627
84,S12,0.2912
84,S13,0.3994
84,S14,0.2705
84,S15,0.2904
84,S16,0.3221
84,S17,0.3103
84,S18,0.2569
84,S19,0.404
84,S20,0.4138
84,S21,0.2337
84,S22,0.2695
84,S23,0.199
84,S24,0.2262
85,S1,0.3157
85,S2,0.2754
85,S3,0.2238
85,S4,0.3435
85,S5,0.1671
85,S6,0.3469
85,S7,0.35
85,S8,0.2163
85,S9,0.2959
85,S10,0.189
85,S11,0.3107
85,S12,0.1929
85,S13,0.3329
85,S14,0.2818
85,S15,0.1827
85,S16,0.3345
85,S17,0.2563
85,S18,0.2741
85,S19,0.3508
85,S20,0.277
85,S21,0.2535
85,S22,0.2918
85,S23,0.2156
85,S24,0.3428
86,S1,0.3861
86,S2,0.265
86,S3,0.1281
86,S4,0.3244
86,S5,0.2569
86,S6,0.3358
86,S7,0.4176
86,S8,0.2702
86,S9,0.3223
86,S10,0.1906
86,S11,0.2337
86,S12,0.2186
86,S13,0.4305
86,S14,0.3722
86,S15,0.243
86,S16,0.364
86,S17,0.2834
86,S18,0.2614
86,S19,0.2371
86,S20,0.1442
86,S21,0.1928
86,S22,0.2268
86,S23,0.1797
86,S24,0.3397
87,S1,0.3334
87,S2,0.3871
87,S3,0.2663
87,S4,0.3534
87,S5,0.2249
87,S6,0.2188
87,S7,0.4227
87,S8,0.2134
87,S9,0.3591
87,S10,0.144
87,S11,0.1838
87,S12,0.2715
87,S13,0.4122
87,S14,0.2459
87,S15,0.2065
87,S16,0.49
87,S17,0.2159
87,S18,0.31
87,S19,0.2733
87,S20,0.3007
87,S21,0.2024
87,S22,0.3362
87,S23,0.1782
87,S24,0.3386
88,S1,0.3697
88,S2,0.2399
88,S3,0.287
88,S4,0.2991
88,S5,0.1909
88,S6,0.227
88,S7,0.1706
88,S8,0.2084
88,S9,0.4695
88,S10,0.2121
88,S11,0.2656
88,S12,0.2211
88,S13,0.3851
88,S14,0.3328
88,S15,0.191
88,S16,0.4891
88,S17,0.3239
88,S18,0.2668
88,S19,0.3626
88,S20,0.2677
88,S21,0.2458
88,S22,0.3355
88,S23,0.1858
88,S24,0.3098
89,S1,0.3741
89,S2,0.3929
89,S3,0.188
89,S4,0.2355
89,S5,0.2066
89,S6,0.2862
89,S7,0.3621
89,S8,0.2272
89,S9,0.3025
89,S10,0.238
89,S11,0.1813
89,S12,0.1947
89,S13,0.3754
89,S14,0.2014
89,S15,0.2412
89,S16,0.5329
89,S17,0.2845
89,S18,0.2441
89,S19,0.2493
89,S20,0.2338
89,S21,0.2004
89,S22,0.2809
89,S23,0.2513
89,S24,0.389
90,S1,0.2852
90,S2,0.3148
90,S3,0.2749
90,S4,0.4093
90,S5,0.2632
90,S6,0.2258
90,S7,0.2932
90,S8,0.1622
90,S9,0.3018
90,S10,0.2004
90,S11,0.3193
90,S12,0.2298
90,S13,0.3588
90,S14,0.3091
90,S15,0.2082
90,S16,0.5672
90,S17,0.1922
90,S18,0.242
90,S19,0.4682
90,S20,0.267
90,S21,0.2084
90,S22,0.2786
90,S23,0.1928
90,S24,0.4461
91,S1,0.2045
91,S2,0.392
91,S3,0.1788
91,S4,0.3156
91,S5,0.1828
91,S6,0.3167
91,S7,0.2381
91,S8,0.2367
91,S9,0.4449
91,S10,0.1334
91,S11,0.2768
91,S12,0.2024
91,S13,0.416
91,S14,0.3011
91,S15,0.2179
91,S16,0.439
91,S17,0.3856
91,S18,0.2244
91,S19,0.3813
91,S20,0.1977
91,S21,0.1752
91,S22,0.3283
91,S23,0.2594
91,S24,0.3749
92,S1,0.3437
92,S2,0.3
92,S3,0.1875
92,S4,0.3736
92,S5,0.2353
92,S6,0.2577
92,S7,0.3171
92,S8,0.2282
92,S9,0.289
92,S10,0.1809
92,S11,0.3787
92,S12,0.2218
92,S13,0.3559
92,S14,0.2611
92,S15,0.2872
92,S16,0.3855
92,S17,0.2465
92,S18,0.295
92,S19,0.428
92,S20,0.2346
92,S21,0.1358
92,S22,0.3605
92,S23,0.1726
92,S24,0.4053
93,S1,0.2222
93,S2,0.3536
93,S3,0.1894
93,S4,0.3821
93,S5,0.2006
93,S6,0.2293
93,S7,0.3215
93,S8,0.2464
93,S9,0.3234
93,S10,0.2048
93,S11,0.3721
93,S12,0.1603
93,S13,0.5073
93,S14,0.3063
93,S15,0.2051
93,S16,0.2936
93,S17,0.2726
93,S18,0.2763
93,S19,0.3248
93,S20,0.3473
93,S21,0.1538
93,S22,0.2993
93,S23,0.1499
93,S24,0.3755
94,S1,0.4317
94,S2,0.2748
94,S3,0.1198
94,S4,0.3466
94,S5,0.2175
94,S6,0.3062
94,S7,0.4365
94,S8,0.1703
94,S9,0.3597
94,S10,0.2271
94,S11,0.1718
94,S12,0.2483
94,S13,0.3447
94,S14,0.2951
94,S15,0.2674
94,S16,0.361
94,S17,0.245
94,S18,0.2349
94,S19,0.2609
94,S20,0.2088
94,S21,0.2461
94,S22,0.2311
94,S23,0.2267
94,S24,0.3824
95,S1,0.2401
95,S2,0.2593
95,S3,0.3097
95,S4,0.2679
95,S5,0.1814
95,S6,0.3095
95,S7,0.4048
95,S8,0.2058
95,S9,0.2788
95,S10,0.2355
95,S11,0.3594
95,S12,0.279
95,S13,0.3899
95,S14,0.2515
95,S15,0.2085
95,S16,0.4418
95,S17,0.307
95,S18,0.2987
95,S19,0.3767
95,S20,0.1865
95,S21,0.2623
95,S22,0.2401
95,S23,0.1846
95,S24,0.3675
96,S1,0.513
96,S2,0.4866
96,S3,0.2803
96,S4,0.3211
96,S5,0.2214
96,S6,0.3336
96,S7,0.3276
96,S8,0.2945
96,S9,0.3312
96,S10,0.2016
96,S11,0.3022
96,S12,0.253
96,S13,0.4477
96,S14,0.263
96,S15,0.2221
96,S16,0.312
96,S17,0.3082
96,S18,0.2697
96,S19,0.3639
96,S20,0.356
96,S21,0.2164
96,S22,0.3401
96,S23,0.1563
96,S24,0.3229
97,S1,0.4177
97,S2,0.3509
97,S3,0.2353
97,S4,0.3286
97,S5,0.1393
97,S6,0.2631
97,S7,0.4123
97,S8,0.2416
97,S9,0.3484
97,S10,0.1852
97,S11,0.267
97,S12,0.2025
97,S13,0.4369
97,S14,0.3253
97,S15,0.2746
97,S16,0.3579
97,S17,0.1613
97,S18,0.2845
97,S19,0.3014
97,S20,0.2207
97,S21,0.2467
97,S22,0.2765
97,S23,0.2424
97,S24,0.3932
98,S1,0.4168
98,S2,0.218
98,S3,0.3106
98,S4,0.3508
98,S5,0.1852
98,S6,0.2915
98,S7,0.2257
98,S8,0.2344
98,S9,0.2515
98,S10,0.1337
98,S11,0.1855
98,S12,0.2853
98,S13,0.3351
98,S14,0.392
98,S15,0.2232
98,S16,0.2634
98,S17,0.2201
98,S18,0.291
98,S19,0.3229
98,S20,0.2374
98,S21,0.2236
98,S22,0.3301
98,S23,0.2447
98,S24,0.4514
99,S1,0.3403
99,S2,0.2204
99,S3,0.2293
99,S4,0.3507
99,S5,0.1614
99,S6,0.2291
99,S7,0.3741
99,S8,0.2146
99,S9,0.3187
99,S10,0.1555
99,S11,0.2544
99,S12,0.1902
99,S13,0.4516
99,S14,0.3621
99,S15,0.1577
99,S16,0.3256
99,S17,0.1985
99,S18,0.203
99,S19,0.3278
99,S20,0.1894
99,S21,0.1767
99,S22,0.2398
99,S23,0.2083
99,S24,0.3549
100,S1,0.3137
100,S2,0.3106
100,S3,0.2227
100,S4,0.3152
100,S5,0.2669
100,S6,0.3593
100,S7,0.259
100,S8,0.2526
100,S9,0.3681
100,S10,0.1412
100,S11,0.3103
100,S12,0.3051
100,S13,0.2973
100,S14,0.2449
100,S15,0.3009
100,S16,0.4217
100,S17,0.3146
100,S18,0.2492
100,S19,0.3594
100,S20,0.1959
100,S21,0.2621
100,S22,0.3702
100,S23,0.1908
100,S24,0.347
101,S1,0.2544
101,S2,0.3309
101,S3,0.2786
101,S4,0.3292
101,S5,0.245
101,S6,0.2644
101,S7,0.3895
101,S8,0.1725
101,S9,0.3152
101,S10,0.1769
101,S11,0.2787
101,S12,0.2161
101,S13,0.3733
101,S14,0.3496
101,S15,0.2282
101,S16,0.2715
101,S17,0.3825
101,S18,0.2978
101,S19,0.2472
101,S20,0.3035
101,S21,0.1949
101,S22,0.3158
101,S23,0.2118
101,S24,0.3336
102,S1,0.3092
102,S2,0.2586
102,S3,0.2042
102,S4,0.2779
102,S5,0.1973
102,S6,0.2428
102,S7,0.3977
102,S8,0.2811
102,S9,0.2799
102,S10,0.1921
102,S11,0.2933
102,S12,0.2554
102,S13,0.3892
102,S14,0.3446
102,S15,0.2741
102,S16,0.301
102,S17,0.3326
102,S18,0.2747
102,S19,0.2824
102,S20,0.2687
102,S21,0.2463
102,S22,0.2874
102,S23,0.2429
102,S24,0.5155
103,S1,0.309
103,S2,0.2171
103,S3,0.2652
103,S4,0.3814
103,S5,0.1908
103,S6,0.3657
103,S7,0.2563
103,S8,0.2467
103,S9,0.2783
103,S10,0.2464
103,S11,0.3729
103,S12,0.1976
103,S13,0.3412
103,S14,0.3516
103,S15,0.2306
103,S16,0.3964
103,S17,0.2848
103,S18,0.1437
103,S19,0.3324
103,S20,0.2299
103,S21,0.1953
103,S22,0.3866
103,S23,0.1497
103,S24,0.4069
104,S1,0.3462
104,S2,0.2832
104,S3,0.2895
104,S4,0.356
104,S5,0.2228
104,S6,0.3382
104,S7,0.3268
104,S8,0.1901
104,S9,0.2479
104,S10,0.1531
104,S11,0.424
104,S12,0.2914
104,S13,0.2798
104,S14,0.2207
104,S15,0.2741
104,S16,0.4438
104,S17,0.3144
104,S18,0.2214
104,S19,0.325
104,S20,0.2842
104,S21,0.2204
104,S22,0.1668
104,S23,0.1908
104,S24,0.2904
105,S1,0.3795
105,S2,0.4791
105,S3,0.2684
105,S4,0.3124
105,S5,0.2369
105,S6,0.3107
105,S7,0.3794
105,S8,0.243
105,S9,0.4469
105,S10,0.1419
105,S11,0.2919
105,S12,0.1901
105,S13,0.4259
105,S14,0.2449
105,S15,0.2291
105,S16,0.3764
105,S17,0.3386
105,S18,0.2762
105,S19,0.2503
105,S20,0.2696
105,S21,0.1859
105,S22,0.2245
105,S23,0.1913
105,S24,0.3284
106,S1,0.5446
106,S2,0.326
106,S3,0.1811
106,S4,0.2957
106,S5,0.2409
106,S6,0.4017
106,S7,0.239
106,S8,0.1352
106,S9,0.4352
106,S10,0.1976
106,S11,0.2204
106,S12,0.2583
106,S13,0.1813
106,S14,0.3002
106,S15,0.2664
106,S16,0.4739
106,S17,0.2259
106,S18,0.2373
106,S19,0.2716
106,S20,0.2803
106,S21,0.1779
106,S22,0.2755
106,S23,0.1602
106,S24,0.3956
107,S1,0.4296
107,S2,0.2859
107,S3,0.2519
107,S4,0.2368
107,S5,0.188
107,S6,0.2805
107,S7,0.5335
107,S8,0.1685
107,S9,0.4094
107,S10,0.2199
107,S11,0.2816
107,S12,0.3154
107,S13,0.4119
107,S14,0.3233
107,S15,0.2473
107,S16,0.4979
107,S17,0.3455
107,S18,0.2041
107,S19,0.2454
107,S20,0.2558
107,S21,0.182
107,S22,0.2962
107,S23,0.2495
107,S24,0.318
108,S1,0.3635
108,S2,0.3035
108,S3,0.2924
108,S4,0.1835
108,S5,0.1757
108,S6,0.2953
108,S7,0.434
108,S8,0.1954
108,S9,0.1978
108,S10,0.2061
108,S11,0.2328
108,S12,0.1778
108,S13,0.3355
108,S14,0.2889
108,S15,0.2198
108,S16,0.2236
108,S17,0.3342
108,S18,0.2928
108,S19,0.3768
108,S20,0.206
108,S21,0.2079
108,S22,0.2996
108,S23,0.224
108,S24,0.3968
109,S1,0.3128
109,S2,0.3049
109,S3,0.2729
109,S4,0.4304
109,S5,0.2282
109,S6,0.328
109,S7,0.3559
109,S8,0.2778
109,S9,0.3426
109,S10,0.1518
109,S11,0.3415
109,S12,0.2659
109,S13,0.3494
109,S14,0.2712
109,S15,0.2648
109,S16,0.4371
109,S17,0.2945
109,S18,0.2479
109,S19,0.4467
109,S20,0.3238
109,S21,0.2249
109,S22,0.3565
109,S23,0.1587
109,S24,0.3779
110,S1,0.4993
110,S2,0.2869
110,S3,0.2076
110,S4,0.2899
110,S5,0.1564
110,S6,0.2389
110,S7,0.3241
110,S8,0.1558
110,S9,0.3177
110,S10,0.2164
110,S11,0.2183
110,S12,0.3042
110,S13,0.4225
110,S14,0.3618
110,S15,0.2171
110,S16,0.4684
110,S17,0.2215
110,S18,0.2749
110,S19,0.3448
110,S20,0.2962
110,S21,0.1657
110,S22,0.2463
110,S23,0.2239
110,S24,0.2836
111,S1,0.4006
111,S2,0.218
111,S3,0.2924
111,S4,0.2512
111,S5,0.2221
111,S6,0.3188
111,S7,0.3012
111,S8,0.2419
111,S9,0.3332
111,S10,0.1636
111,S11,0.2129
111,S12,0.1417
111,S13,0.4101
111,S14,0.2061
111,S15,0.2548
111,S16,0.3789
111,S17,0.3218
111,S18,0.2192
111,S19,0.3114
111,S20,0.3057
111,S21,0.2312
111,S22,0.319
111,S23,0.2188
111,S24,0.2425
112,S1,0.4222
112,S2,0.3367
112,S3,0.1992
112,S4,0.3171
112,S5,0.1984
112,S6,0.2757
112,S7,0.3734
112,S8,0.2787
112,S9,0.3852
112,S10,0.1352
112,S11,0.2998
112,S12,0.2954
112,S13,0.413
112,S14,0.3655
112,S15,0.3506
112,S16,0.4819
112,S17,0.2975
112,S18,0.2821
112,S19,0.343
112,S20,0.2679
112,S21,0.2014
112,S22,0.3938
112,S23,0.1673
112,S24,0.4573
113,S1,0.4033
113,S2,0.216
113,S3,0.2684
113,S4,0.1933
113,S5,0.225
113,S6,0.3335
113,S7,0.3085
113,S8,0.222
113,S9,0.4404
113,S10,0.1648
113,S11,0.2102
113,S12,0.3025
113,S13,0.5338
113,S14,0.3002
113,S15,0.3006
113,S16,0.5073
113,S17,0.2413
113,S18,0.2107
113,S19,0.4154
113,S20,0.3565
113,S21,0.2411
113,S22,0.2472
113,S23,0.2795
113,S24,0.3128
114,S1,0.3421
114,S2,0.3205
114,S3,0.3277
114,S4,0.3903
114,S5,0.2166
114,S6,0.3096
114,S7,0.353
114,S8,0.2409
114,S9,0.1565
114,S10,0.1725
114,S11,0.2795
114,S12,0.1796
114,S13,0.413
114,S14,0.2877
114,S15,0.3378
114,S16,0.5258
114,S17,0.2569
114,S18,0.2263
114,S19,0.3284
114,S20,0.2426
114,S21,0.2251
114,S22,0.2545
114,S23,0.1548
114,S24,0.3936
115,S1,0.4128
115,S2,0.2517
115,S3,0.2948
115,S4,0.2912
115,S5,0.2101
115,S6,0.3298
115,S7,0.3476
115,S8,0.2364
115,S9,0.284
115,S10,0.1761
115,S11,0.2557
115,S12,0.1985
115,S13,0.3698
115,S14,0.2071
115,S15,0.2254
115,S16,0.3772
115,S17,0.2688
115,S18,0.2221
115,S19,0.3292
115,S20,0.2922
115,S21,0.2546
115,S22,0.261
115,S23,0.1519
115,S24,0.2771
116,S1,0.3309
116,S2,0.2789
116,S3,0.2115
116,S4,0.2469
116,S5,0.1818
116,S6,0.2936
116,S7,0.3917
116,S8,0.1925
116,S9,0.2905
116,S10,0.1494
116,S11,0.265
116,S12,0.1937
116,S13,0.4273
116,S14,0.1928
116,S15,0.232
116,S16,0.4241
116,S17,0.2938
116,S18,0.359
116,S19,0.3567
116,S20,0.2131
116,S21,0.2125
116,S22,0.1934
116,S23,0.1968
116,S24,0.2917
117,S1,0.4338
117,S2,0.267
117,S3,0.2442
117,S4,0.291
117,S5,0.2696
117,S6,0.2651
117,S7,0.4783
117,S8,0.2519
117,S9,0.3472
117,S10,0.1969
117,S11,0.2877
117,S12,0.1434
